element_id,part_num,color_id
6112671,13535,0
4119439,78c03,0
4112862,78c04,0
6112676,6474pr0009,0
4540652,2545,0
6023689,970c03pr0231,0
4537560,63208pr1426,0
4642512,970c03pr0223,0
4297965,78c08,0
4539347,973c03h03pr1437,0
4189289,78c13,0
4111943,78c13,0
4114745,78c14,0
6023365,973c03h03pr1469,0
4189297,78c15,0
6023575,973c19h03pr1358,0
4275503,6630,0
4558774,64681,0
4658182,973c01h01pr2006,0
4167796,970e02,0
6023562,973c07h03pr1795,0
6023900,85863pr0069,0
6005372,4162pr0015,0
4586376,3626bpr0682,0
4623603,973c03h18pr1782,0
4622496,973c03h03pr1751,0
4649785,95221pr0001,0
4622318,64805pr0004,0
4587498,89918,0
4613282,4162pr0004,0
4234932,43719,0
4140376,76110c02,0
4266085,76110c04,0
74011,73983,0
4287632,78c10,0
6045501,3678bpr0001,0
4617547,60897,0
4185272,44675,0
6071628,17178,0
6167933,20482,0
4182750,44224,0
4275338,973c03h01pr1187,0
6031551,4162pr0027,0
6008101,62696,0
6015699,11254pr0001,0
4144352,30076,0
4587303,30171,0
4614169,85974pr0001,0
6043789,85974pr0001,0
4558247,973c13h13pr1505,0
6162466,19729pr0004,0
658126,6581,0
4611992,973c03h27pr1684,0
4596757,3960pr0010,0
4271753,6066,0
4655739,2577,0
4109714,14226c11,0
6102347,973c03h03pr2899,0
4298653,4736,0
4194561,44570,0
6132755,3069bpr0156,0
4631298,5102c54,0
4161317,41766,0
4613921,973c03h03pr1733,0
6102367,87556pr0006,0
4631300,5102c33,0
6008144,63208pr1239,0
4630117,973c03h03pr1741,0
4248956,2950,0
6023617,973c25h03pr1743,0
6024114,3822,0
6132753,3068bpr0280,0
6121886,15503pr0001,0
6122966,2528pr0008,0
4612355,63208pr0805,0
6063526,973c03h12pr2236,0
4587318,64798,0
4539442,64566,0
4297187,55804,0
6023282,87079pr0049,0
4209003,47397,0
6062410,87079pr0060,0
6023672,973c03h02pr1672,0
6032025,973c03h02pr1849,0
4552506,970c03pr0128,0
6023561,973c14h03pr1575,0
4278481,47297,0
4192762,41893,0
6057455,15272pr0001,0
6057474,15272pr0002,0
4563307,5102c20,0
6134781,24144,0
4622292,92760pr0001,0
6074033,14226c31,0
6122494,970c03pr0912,0
4264448,4376,0
4653640,4162pr0012,0
6085204,89140pr0004,0
4551359,30177,0
6038531,13965,0
4658972,2528pr0003,0
4569110,30177,0
6055298,973c03h27pr2488,0
4562873,2902,0
4552039,3676,0
4551168,3039pr0015,0
6177156,28327,0
6170384,28324,0
6094066,92438,0
4598407,89650,0
4107807,32019,0
4636279,33211,0
4144533,30540,0
6044212,3070bpr0086,0
4597644,33009,0
4120182,32177,0
4586837,32177,0
6032272,973c03h02pr1960,0
6028041,2815,0
6177083,20309,0
6032117,3626cpr0936,0
4649770,30275,0
4546206,30248,0
4496674,2994,0
4588493,2823,0
4511920,2560,0
4543996,75c49,0
4195378,3788,0
4500978,6233,0
290226,2902,0
6078954,970c03pr0697,0
4616245,93274,0
4533060,973f017pr1418,0
4622148,94301,0
6024059,973c03h03pr2045,0
4582536,4218,0
4623527,87612pr0001,0
4563311,5102c42,0
4541890,75347,0
4528196,973c03h03pr1391,0
6008197,3626bpr1028,0
4556983,2543,0
6044702,14696,0
4528331,14226c11,0
4567440,85970,0
4106380,32017,0
4589270,64807,0
4514560,60700,0
4215946,48202,0
4246900,50944,0
6016121,973c03h03pr2167,0
6030249,973c03h12pr2264,0
6153746,973c03h03pr3468,0
4528078,30565,0
4161266,41764,0
453026,4530,0
4213649,30394,0
4652287,87990pr0001,0
4181042,30072,0
4299239,2920,0
4160869,41769,0
4512716,2528,0
6032681,973c03h01pr2335,0
4530589,60594,0
243423,2434,1
6129250,22425,0
4518409,57796,0
4567555,48648c01pr0003,0
383326,3833,0
4533092,30480,0
6138225,973c03h11pr3239,0
6041458,973c03h12pr2407,0
6032069,87557pr0003,0
4120425,32146,0
4285331,54779,0
6040297,43710,0
6056856,973c21h03pr2531,0
6063318,973c03h03pr2595,0
4579413,89536,0
4616311,3626bpr0781,0
3004126,30041,0
6065673,973c03h03pr2628,0
6292569,17630,0
6043700,56897,0
4238840,48496,0
4227853,32495c01,0
4295131,2904,0
4650636,32294,0
4525078,4341,0
4248831,30035,0
6333986,26603pr0053,0
6018805,75937,0
6008192,4150pr0008,0
4527604,62743,0
4289615,30517,0
6032279,973c03h26pr2016,0
4513023,57518,0
4530673,50859b,0
271176,2711,0
4296147,78c02,0
4650261,98725pr0001,0
6093267,3024pr0009,0
381526,3815,0
4177421,3713,0
6073497,973c03h03pr2653,0
6133716,11438,0
4517925,61252,0
4631712,93565pr0003,0
6122110,13786pr0003,0
4291596,75c08,0
6043747,50451,0
4192763,41897,0
4603502,4175,0
6078026,973c03h12pr2706,0
4518549,58057pr0002,0
4624618,970c03pr0231,0
6021366,2587pr0027,0
4590766,90370pr0001,0
6018819,90370pr0001,0
4246955,51262,0
4500573,14728c100,0
6078306,973c03h26pr2716,0
4279270,30134,0
4159103,2566,0
4110024,30179,0
4286023,2413,0
4192455,46667,0
4659337,98568pat0001,0
6117932,21709,0
4160393,42022,0
6043668,14728c250,0
6071287,14736pr0002,0
4273962,6086,0
6078056,970c03pr0681,0
4166619,41539,0
4185583,30363,0
6116785,6179pr0014,0
623326,6233,0
6083473,17016pr0001,0
4527984,42060,0
4157286,40232,0
4124045,32209,0
622126,424,0
6078935,973c19h19pr2729,0
345526,3455,0
4623649,970c03pr0223,0
6080362,973g03c14h01pr2749,0
4186384,41662,0
4632637,90639,0
6082466,973c12h03pr2783,0
4632652,90639pr0008,0
6083509,973c03h12pr2786,0
4113209,30238,0
4238912,48183,0
4200486,45301,0
395926,3959,0
4632631,90638pr0010,0
458926,4589,0
4195701,41749,0
4205272,41749,0
4560182,87079,0
4584126,90202,0
4124111,3731,0
4185620,44567a,0
4542573,32278,0
6077866,973c03h03pr2697,0
6174168,973c03h03pr3650,0
6171840,27150,0
6145492,56823c50,0
4501533,6192,0
614026,6140,0
4593555,90609,0
4613153,93273,0
4168944,2434,1
73092,73092,0
6113961,75c14,0
6083606,973c03h12pr2713,0
4652171,98568pat0002,0
6078311,973c03h02pr2719,0
6086754,973c47h03pr2807,0
6107232,970c03pr0827,0
6107228,973c22h03pr2955,0
303326,3033,0
4118888,30183,0
4296142,44300,0
4550004,4855,0
4632336,95324,0
4105285,30133,0
4141810,32333,0
4119374,30033,0
4620385,95229,0
260726,2607,0
4659662,95199,0
4620763,92950,0
4613759,92582,0
4623524,87615,0
6089184,973c21h03pr2813,0
383526,3835,0
6057441,973c03h18pr2572,0
6051914,4025,0
6070376,58176,0
4626967,95348,0
6107392,18979,0
6058302,973e066pr2584,0
4540699,2528pr0001,0
6020827,98100pr0002,0
6122220,3626cpr1742,0
4157669,32534,0
307026,3070b,0
4143663,30375,0
6092509,6205,0
6106304,50955,0
6010831,74698,0
6106305,50956,0
3004826,30048,0
4160760,30048,0
4610232,85974,0
4100423,6087,0
4163334,4445,0
4224042,45568,0
663626,6636,0
416126,4161,0
4667803,970c03pr0238,0
4255318,73312,0
448826,4488,0
4140701,30397,0
6081646,98382pr0005,0
6074583,92235pat0003,0
6006376,90201,0
4141300,32293,0
6033693,3069bpr0007,0
251626,2516,0
4125213,2741,0
4521681,62113,0
416226,4162,0
4263506,48002a,0
4590663,91049,0
6076678,88646,0
4543367,6571,0
302926,3029,0
3003126,30031,0
656426,6564,0
300226,3002,0
4143705,30035,0
6056500,6060,0
4180536,43723,0
265326,2653,0
250826,2508,0
4593562,90616,0
4667463,95347,0
370226,3702,0
292126,2921,0
4142861,30517,0
4188195,2585,0
6062698,92338,0
4529064,63082,0
4515373,60481,0
4160334,41767,0
4163139,41672,0
4654377,98834pr0003,0
4612295,92547pr0007,0
6052126,99206,0
4163373,3043,0
303826,3038,0
4227392,30357,0
4106921,2599,0
6110026,970c03pr0842,0
4105288,30134,0
6020296,92761pr0001,0
4541924,64683,0
4539268,56898,0
347526,3475b,0
6023420,2545pr0001,0
6112605,75c11,0
6021516,98834pr0003,0
303226,3032,0
6028124,970e07,0
6008280,970e04,0
6016945,98177pr0001,0
237726,2377,0
6035206,93563,0
6114300,970c03pr0853,0
6058115,47753pr0014,0
4529099,5102c12,0
4650900,89520,0
621130,73590c02a,0
6032009,973c37h18pr1774,0
6055472,15464pr0003,0
6101020,4162pr0037,0
6083498,970c03pr0734,0
301126,3011,0
6055605,15439,0
6055127,13691pr0001,0
6055128,13708pr0001,0
4162345,41879a,0
6148296,14769pr1047,0
4588030,87079pr0004,0
6020641,973c27h03pr2197,0
6038275,14290pr0002,0
4100355,5306bc020,0
4618131,970c03pr0212,0
4529100,5102c24,0
6092952,13349,0
330726,3307,0
6092570,15207,0
6055596,15428pr0001,0
4298011,44674,0
4107136,2825,0
6128992,22385,0
6328095,70681,0
370026,3700,0
348326,3483,0
395826,3958,0
362226,3622,0
6041729,970c03pr0539,0
4498713,58247,0
6053077,15068,0
4140588,2540,0
6034002,30162,0
4587312,30103,0
4630132,92235pat0002,0
4613864,3626bpr0760,0
6051038,15456,0
617926,6179,0
4582792,57519,0
4292482,53550,0
6024109,53550,0
6024106,54271,0
6022292,12550pr0005,0
6058961,87556pr0004,0
6084656,18450,0
4141820,71981,0
4295301,53990,0
6001874,973c01h01pr2024,0
364923,3649,1
6143851,2743,0
4186713,44970,0
6099340,3626cpr1576,0
6021074,973c22h03pr2192,0
6039691,973c03h12pr2377,0
6039693,973c03h12pr2378,0
4195722,2711,0
6150198,5102c23,0
4293189,30367bpr0003,0
4192604,2223,0
6104167,970c03pr0820,0
6023372,973f017pr1997,0
6099402,973c03h05pr2866,0
4143247,4345b,0
6023943,973c03h12pr1693,0
6022385,973c03h01pr1188,0
6114067,973c03h03pr3013,0
6124015,970c03pr0928,0
6124012,973c03h18pr3132,0
6104165,973c03h09pr2938,0
6022564,973c03h09pr2243,0
4616406,93595pr0001,0
6114935,32017,0
4221750,48288,0
6006819,3626bpr1026,0
6062225,44771,0
6197909,74664,0
4646676,973c03h01pr0440,0
4261427,42446,0
4626697,973c03h01pr1796,0
6035319,973c03h12pr1400,0
4261331,31110,0
6018496,973c03h01pr2189,0
6176768,13548,0
4508433,55706pat0002,0
4121697,30324,0
6019916,87313pr0002,0
4584806,60934pat0001,0
4279235,4662,0
6064210,30135,0
4257255,50899pat0001,0
6057819,973c03h03pr2579,0
6014039,87841,0
6123991,23241,0
6022893,11055pr0006,0
4285883,47456,0
6133246,24116,0
381426,3814,0
6044159,3070bpr0078,0
6100582,14769pr1010,0
4502268,973c03h01,0
6055308,15532,0
4610043,93222,0
6037345,93222,0
6062591,93553,0
4621646,1314c02pr0001,1
6099599,12885,0
4569095,4006,0
6034000,4006,0
6066102,15712,0
4618852,3245c,0
6123920,56823c100,0
4647630,973c12h03pr1888,0
446026,4460b,0
4584459,87816,0
6024087,62360,0
6164037,970c03pr1138,0
6023563,973c03h12pr1186,0
4652087,970c03pr0284,0
6040624,11260pr0002,0
6023682,973c03h12pr1670,0
6032100,973c03h03pr1954,0
6031082,973c03h03pr1904,0
4219119,48290,0
6022769,11953,0
4520075,60895,0
4596748,973c03h02pr1678,0
6016071,970c03pr0399,0
4570539,89140,0
6117299,3626cpr1703,0
6047885,15379,0
6117312,973c03h22pr3058,0
4527635,61198,0
609326,6093,0
4221716,48289,0
4222138,47993,0
4192931,40666,0
4169047,42446,0
6096138,92256,0
4218616,6204b,0
4171912,2854,0
4570397,43720,0
6052295,14733pr0001,0
6101857,30565,0
4568949,88287,0
6047510,87846,0
6062580,3068bpr0011,0
6034896,47517c01pr0001,0
6070306,15728pr0001,0
4578958,87794,0
4652086,973c03h19pr1948,0
6123711,10304pr0002,0
6034036,99251,0
6149978,92819c01pr0010,0
4652142,98571,0
415126,4151b,0
4217725,47720,0
6164256,973f015pr3581,0
4578959,87796,0
4546218,85345,0
6121686,3626cpr1724,0
6121820,970c03pr0908,0
4515290,51011,0
6022361,970c03pr0216,0
4526090,47517c01pr0003,0
6121807,973c03h03pr3095,0
4653226,99930,0
4657385,99241,0
4652149,98575,0
4591593,92201,0
6096956,14226c31,0
4579025,87815,0
4537490,64319,0
6323898,4162pr9987,0
6103777,15411,0
6104618,970c03pr0821,0
4299016,4151b,0
4667882,98596,0
4652154,98581,0
4657433,95227,0
6052369,90202,0
4191459,44847,0
6055330,57779,0
4292590,53545,0
6097072,30340,0
6034009,12898,0
4569130,88431,0
6122463,3626cpr1750,0
4593576,90630,0
6024581,11145,0
6024585,55806,0
4633573,97302,0
4581280,88292,0
6097664,2515,0
6021604,50946,0
4234634,47676,0
6024024,970c03pr0347,0
4259766,51635,0
6097351,15084pr0004,0
6023579,973c03h26pr1769,0
6039703,973c12h02pr2381,0
6093011,6239,0
6055158,48933,0
4667277,98590,0
4181124,2356,0
6092732,17114,0
6115316,973c03h19pr3016,0
4500572,14728c30,0
4544647,64300,0
4544646,64291,0
4518494,60918,0
4540599,49423,0
4275296,78c09,0
6048849,14181,0
4299367,43751,0
6092658,4488,0
4234633,47675,0
6146710,4162pr0046,0
4500451,973c32h03pr1300,0
4667227,4151b,0
6129678,3626cpr1819,0
4597082,92814,0
4652395,92222,0
6000178,92202,0
4595977,47517c01pr0002,0
6078022,3626cpr1451,0
4209729,47508,0
6001663,89398,0
6078024,3626cpr1452,0
4584053,60895,0
4498132,57569,0
4292543,53548,0
6101834,93563,0
4584457,973d31pr1616,0
6099810,973c27h01pr2860,0
381726,3817,0
6078987,17630,0
4650022,98313,0
6033993,90396,0
4563326,64296,0
6096655,2525,0
6120587,20917pat0001,0
6120540,970c03pr0901,0
6024295,55236,0
6120551,970c03pr0902,0
6120534,973c03h12pr3088,0
4285892,54176,0
4284540,53564,0
4292528,53549,0
6120550,973c03h03pr3089,0
4521314,50920,0
4586836,47298,0
4218581,47458,0
6093110,30086,0
4295326,973c03h02,0
4121915,30137,0
4612358,92256,0
4587502,41671,0
4620400,95354,0
4610087,93229,0
6124733,19159,0
4113805,6538b,0
4284558,53563,0
6123960,71155,0
4223189,2343,0
4637372,93106,0
4547018,61800,0
4186598,6014b,0
4609820,90650,0
4614400,87820,0
4589489,64415c01,0
6096719,47758,0
4201224,43559,0
6055070,40379,0
6089077,18164pr0001,0
6103123,19727pr0005,0
4144530,30171,0
6103093,19729pr0004,0
6024113,3821,0
6161512,57895,0
6099684,30561,0
6104209,4697b,0
4506832,3626bpr0496,0
6056377,15362,0
6103098,973c03h03pr2916,0
6323899,4162pr0091,0
4523405,2335,0
6155560,973c03h27pr3498,0
6101867,19114pr0001,0
6100752,973c03h03pr2878,0
4610204,90370pr0002,0
6064174,50861,0
4293459,2587pr0016,0
4506833,2587pr0014,0
4632609,90641,0
6032090,973c03h03pr1805,0
4511946,3626bpr0508,0
6141782,23798,0
6117766,19888,0
6157720,970c03pr1102,0
6071600,16737pr0001,0
6157703,973e035pr3510,0
4617652,53562pat0006,0
6116592,21459,0
4209722,47507,0
4212005,298c05,0
6101184,47753pr0006,0
6101225,3960pr0016,0
6086685,973c03h03pr2801,0
6097079,19185,0
75777,6578,0
6103326,18987,0
6100090,98725pr0002,0
4500876,47753pr0017,0
6103373,973c03h03pr2929,0
6100859,14518,0
6018492,973c03h12pr2188,0
6081911,973c03h14pr2781,0
6104294,973c03h18pr2940,0
6115894,973c03h27pr3028,0
6104404,98603s02pr0006,0
6132299,89201,0
6102766,19149pat0001,0
6143850,15535,0
4550922,4742,0
4501727,32535,0
6158192,27385,0
6103121,98603pr0001,0
6021678,4598,0
6323023,973c28h28,1
6096160,10154,0
6096158,10124,0
6044186,3070bpr0083,0
6044201,3070bpr0088,0
4609682,90611,0
6115823,3678bpr0049,0
6015466,58846,0
6115562,19017pr0001,0
255526,2555,0
6108542,3069bpr0140,0
6103100,3626cpr1613,0
379426,3794b,0
6000268,99252pr0001,0
73667,298c03,0
4193529,6233,0
6102758,19077,0
6157658,970c03pr1103,0
6078030,973c03h12pr2708,0
6014038,98604,0
6101166,4738a,0
6116990,2458,0
6116994,61487,0
6101161,4739a,0
6096092,6086,0
6175576,3846,0
6175322,28705,0
6100225,11254pr0002,0
4649185,31041,0
4613254,47414,0
4530733,32005b,0
4218987,3754,0
6018044,3626cpr1085,0
6102651,2528pr0007,0
6023518,11055pr0004,0
6120889,970c03pat09,0
6082495,970c03pr0726,0
6033811,973c03h02pr2346,0
4164468,78c12,0
6000432,970c03pr0313,0
6143096,973c03h27,0
6023400,3626cpr0760,0
4224151,45805c01,0
6033775,970c03pr0506,0
4112282,6629,0
6112162,19917,0
6112160,19916,0
4297950,78c15,0
4294550,54275,0
6080459,970c03pr0717,0
6080458,973c03h26pr2766,0
6114392,973f017pr3012,0
4215613,75347,0
4563571,13246,0
4638309,4162pr0005,0
4289927,47330,0
4625437,3068bpr0334,0
6114248,18395,0
4530710,30048,0
82281,6434pr0001,0
6115166,3626cpr1681,0
4500518,58090,0
6115709,970c03pr0863,0
6146728,4162pr0047,0
4655937,85863pr0083,0
6114970,973c27h27pr3019,0
4618998,970c03pr0216,0
4639555,970c03pr0259,0
4540274,30375,0
4225235,47330,0
4218868,2723,0
4141580,4735,0
4285905,54802,0
4500458,3747a,0
6022242,98128,0
6116995,41531,0
4180423,43711,0
303926,3039,0
4177961,32005a,0
4629921,32005a,0
6044192,3070bpr0066,0
6044172,3070bpr0069,0
6044185,3070bpr0071,0
6044174,3070bpr0075,0
6044189,3070bpr0077,0
6042691,5102c17,0
4280266,53542,0
6062596,2528pr0005,0
4179876,4332,0
6124275,56823c50,0
4118867,3848,0
4531412,51739,0
4199362,32030,0
4565884,87556pr0001,0
4539951,2528,0
4532220,2566,0
6016743,98140pr0003,0
4585748,50943,0
4540890,73590c02a,0
4522210,970l14r03,0
6117811,20566pat01,0
6175970,973c03h02pr3670,0
4590452,51706,0
4656046,85863pr0087,0
4545112,973c03h02pr1461,0
4496343,57878,0
6011815,11055,0
4652081,973c37h01pr1947,0
6117277,970c03pr0877,0
6117082,973c03h03pr3034,0
4569091,62810,0
6039897,6131pr0006,0
70644,70496,0
6151690,91405,0
4585452,87544,0
4609949,93221pr0001,0
4294800,973c24h03,0
6022288,12550pr0001,0
4508362,973c03h27,0
4618129,970c03pr0210,0
6139126,60115,0
6116541,3626cpr1687,0
4252449,51705,0
6175899,18858,0
485426,4854,0
6113987,19857pat0003,0
6135542,22409,0
6096842,4025,0
4659663,4530,0
6058871,60115,0
4219211,47295,0
4161048,2400,0
6074849,15359pr0004,0
4275341,973c27h01pr1190,0
6171824,28925c02,0
6116745,20565pr0001,0
233526,2335,0
6117084,973c03h03pr3033,0
6116639,98132,0
6117729,970c03pr0889,0
6020809,85863pr0087,0
6023468,970c03pr0154,0
6153649,3626cpr1981,0
4578066,2723pr0001,0
4113027,2362a,0
6153669,26140pr0001,0
6097283,15397,0
6052796,90258,0
6099801,10197,0
6000293,2586pr0006,0
6001727,4162pr0014,0
6100104,18588,0
4216376,2989,0
6117007,970c03pr0879,0
6153874,973c03h26pr3475,0
6117061,973c03h03pr3032,0
6113991,19857pat0004,0
6154228,970c03pr1093,0
4569104,2496,0
6175321,40240,0
6100429,973c03h12pr2874,0
6150244,5102c32,0
6115083,41751,0
6113986,19857pat0002,0
6088065,18166,0
6020265,11253,0
303026,3030,0
4243819,3031,0
6178922,32064a,0
6155068,24122,0
4294996,53989,0
4273703,3678b,0
4223094,48489,0
302726,3027,0
6030718,12825,0
6039687,973c03h12pr2375,0
4295370,50254,0
4233937,50450,0
4644755,41768,0
6096129,13665,0
6037664,13731,0
4597475,90482pr0002,0
6070733,13459,0
6152570,973c03h03pr3439,0
300626,3006,0
6064228,52501,0
4113021,4864a,0
6035364,41897,0
6115668,970c03pr0861,0
6115582,973c22h22pr3021,0
4185497,30223,0
6108826,19818pr0013,0
4218934,47975,0
4612294,92547pr0006,0
6158304,21560pr0004,0
6054441,2587pr0026,0
6157897,21561pr0018,0
6157722,26911,0
4512823,973c03h03pr1340,0
6121485,18654,0
6042862,973c03h02pr2442,0
6057742,98382pr0003,0
4275225,973c03h02pr1133,0
4646772,30177,0
6110042,18585,0
6109891,16965,0
6113995,19857pat0005,0
4542671,52031,0
4618263,42511pr0001,0
6117002,970c03pr0876,0
6117066,973c03h03pr3035,0
6115549,970c03pr0859,0
6115049,973c28h28pr3023,0
6154860,18653,0
6032715,13609,0
4612338,87781,0
6143860,973c02h03pr3338,0
6106864,86038,0
4647628,973c12h03pr1887,0
6016733,98145pr0001,0
6117412,970c03pr0881,0
6117211,973c03h03pr3030,0
6115113,973c34h34pr3022,0
6115679,970c03pr0862,0
6152300,90396,0
6143848,3626cpr1893,0
4644742,973c03h02pr1561,0
4528179,32173,0
6055071,40378,0
4292649,53544,0
6018753,4499,0
6023257,30076,0
4522155,30135,0
4523339,4595,0
6051331,15391,0
383926,3839b,0
614326,3941,0
4284574,53568,0
4552468,973c03h03pr1509,0
4656326,40238,0
6158423,973c03h03pr3524,0
6158319,973c03h03pr3520,0
6055594,15437pr0001,0
6110044,18590,0
4580509,2819,0
4289157,53983pat0001,0
6171909,28779,0
6071335,47996,0
6097109,90201,0
4543263,2904,0
4284579,53574,0
6158156,63864pr0010,0
4617551,2654,0
6019217,3956,0
6096651,30292,0
4258354,2460,0
6151578,93083pr0006,0
6133888,21755,0
4652151,98578,0
4613162,93595,0
6158296,21560pr0001,0
4656765,93587,0
4597127,92589,0
4622907,92223,0
4503179,6556,0
6157712,26907,0
4653050,6178,0
4548108,58497,0
6018374,54007c03,0
6005202,54120,0
4570401,43721,0
4289289,54043,0
4631279,40251,0
6152328,15090,0
6025319,98107pr0006,0
4226363,30275,0
6153136,973c18h01pr3429,0
6016487,92088,0
4566956,87844,0
4584229,87421,0
4538987,86599,0
4567910,86035,0
4619597,85975,0
4165426,6589,0
4558740,64680,0
6101956,51342,0
4541190,62360,0
4227682,6215,0
396026,3960,0
4525698,61790,0
4296198,6178,0
4288089,55013,0
4288838,55236,0
4492341,6131,0
4600178,60212,0
4278719,51697,0
6043130,13591,0
4649420,54007c03,0
4618987,52345,0
4548111,58498c01,0
4603490,4854,0
4500893,47407,0
4281239,53543,0
6008363,42448,0
4542670,3833,0
4200031,6191,0
6023301,87079pr0050,0
4144502,30365,0
4195379,6556,0
4520078,60899,0
4537058,60808,0
4599074,75c16,0
486426,4864b,0
4529331,57565,0
4517737,55982,0
4513539,59349,0
4283047,54384,0
6314533,973c03h02pr9649,0
4273403,53457,0
4242064,50901,0
4252528,50898,0
4543097,61190,0
4153044,30663,0
4545635,64311,0
4265484,30364,0
4584530,64251,0
4522163,6090,0
4550642,3838,0
300726,3007,0
6114987,11458,0
4252442,50900,0
4143181,30356,0
6011458,3830,0
4544527,57520,0
4498340,56890,0
4260862,52501,0
4249896,51288,0
4296789,50956,0
4525183,50922,0
4251394,50305,0
4213398,47758,0
4177430,32269,0
4208138,47407,0
4294691,46413,0
4294582,45749,0
6128857,23405,0
4497605,43936,0
4296572,40386,0
4157086,40253,0
4582251,33243,0
4529155,3299,0
4141113,76385,0
6156679,25375,0
4249857,6266,0
602026,6020,0
4505940,57588,0
4559709,47517pr0004,0
4209091,47405,0
4197186,46303,0
4589974,973c03h26pr1570,0
6019746,95220pr0001,0
4198613,45982,0
4649700,55706,0
448526,4485,0
4184617,44676,0
4268663,44294,0
4217119,4201,0
4184170,43093,0
4296420,56630,0
4220926,47996,0
4506553,56891,0
6132323,3068bpr0278,0
6109669,4162pr0040,0
4506404,56907,0
6174515,29560pr0006,0
4226981,32324,0
4114295,32065,0
4163524,30603,0
4140670,30391,0
4124172,30368,0
4156948,30155,0
381626,3816,0
6006739,98313,0
4506466,57526,0
474426,4744,0
4542386,57528,0
4179140,40238,0
4505942,57564,0
389526,3895,0
4119370,30283,0
611226,6112,0
4255563,32498,0
4192456,30407,0
473326,4733,0
363426,3634,0
4523564,3634,0
4541684,3581,0
303626,3036,0
462326,4623,0
4278585,47306,0
4107828,6632,0
4164133,41677,0
4205347,30504,0
654126,6541,0
4534909,32525,0
4223247,30377,0
452826,4528,0
4501975,4479,0
6129476,22411,0
4254942,3959,0
395626,3956,0
4218575,47457,0
6115117,14718,0
408326,4083,0
365926,3659,0
4278911,41529,0
3200026,32000,0
4188953,3185,0
4143372,30553,0
6302101,4739a,0
4144575,30383,0
4582361,2446pr0026,0
384926,3849,0
6151289,6190,0
381926,3819,0
4632595,90652,0
6032133,973c03h02pr1861,0
6131924,24133pr0026,0
4566045,6574,0
6096955,14226c11,0
4540538,30376,0
6159775,970c03pr1112,0
6159766,973c03h03pr3533,0
4297209,55976,0
6170529,90194,0
6160437,16957,0
4542509,64272,0
6160167,973g03c02h14pr3537,0
4503684,57906,0
4636410,57906,0
4550937,58090,0
6055640,61183,0
6018504,973c28h03pr2191,0
4626164,973c14h27pr1794,0
75580,75580,0
4261393,48490,0
6034879,92760pr0002,0
4633909,2544pr0001,0
6032136,973c03h03pr1898,0
6097029,3004pr0013,0
4195022,44809,0
4163904,30389c,0
6020813,970c03pr0276,0
4238329,44807,0
4622310,92761pr0002,0
4623949,4505,0
6038385,98285,0
6101874,19732,0
601526,6015,0
6132809,11062,0
6000267,99246pr0001,0
6152437,973c03h03pr3435,0
4275826,48172,0
4197514,45918,0
4162956,41969,0
4578112,88618pr0001,0
4539128,60032,0
4599734,93087,0
601926,6019,0
4623113,87618,0
6015808,4162pr0019,0
4262086,44772,0
4192535,44771,0
366526,3665,0
4121667,32184,0
6138173,11211,0
4144024,32530,0
4516843,59895,0
4497946,58177,0
313926,3139,0
4204025,32195b,0
6020243,3069bpr0004,0
346026,3460,0
4640465,3678bpr0024,0
4501927,58846,0
4560157,58846,0
345626,3456,0
6289513,21566pr0001,0
451926,4519,0
4120181,3647,0
4207559,47517c02pr0002,0
383026,3830,0
4509669,58827,0
4195776,45708,0
6099456,970c03pr0770,0
4541600,64263pat0003,0
4523053,60208,0
4539110,61480,0
4610152,60621,0
4214559,47905,0
6031790,13269,0
340326,3403,0
4193108,44822,0
4535765,60476,0
4291611,75c18,0
6022235,11233pr0001,0
6093975,98281,0
6003478,48724,0
4540906,64781,0
6039919,973c12h14pr2402,0
4244953,50861,0
4540065,41669,0
6023654,970c03pr0252,0
4114510,30223,0
6061050,15038,0
6010864,99773,0
4297626,973c03h27pr1278,0
4297619,973c03h02pr1275,0
4297576,973c03h03pr1274,0
6138479,92410,0
6138634,4345b,0
4521208,60623,0
6131136,18984pr0003,0
4216378,2991b,0
6008194,10301pr0002,0
4184300,44661,0
4636903,60750,0
4520071,60894,0
4526578,60896,0
4540310,60900,0
6143822,24636,0
4511917,53452,0
6125219,23813pr0001,0
6060789,98592,0
4640742,75c06,0
6020632,95222pr0001,0
6062098,973c03h03pr2590,0
373826,3738,0
4566243,64782,0
6143606,24635pr0001,0
4501290,32200,0
4541325,64391,0
6144372,24775pr0001,0
4541455,61254,0
6143861,973c03h15pr3317,0
6145475,24793,0
6146458,87616,0
4584550,53562,0
6146461,4868b,0
6146459,87611,0
4515350,60474,0
4164471,3063b,0
4516407,60902,0
6135009,24482,0
4660886,32126,0
4534882,62723pat0001,0
415026,4150,0
6146460,87614,0
4640684,64645,0
6102411,973c01h03pr2903,0
4106977,6106,0
4519224,61054,0
4162857,41678,0
4155458,32524,0
4495935,32524,0
245026,2450,0
4294690,6060,0
246526,2465,0
4563477,87747,0
4251161,50950,0
4541191,61409,0
4562009,87761,0
4584332,30382,0
303726,3037,0
6089148,4162pr0036,0
6039178,4588,0
4521166,61406pat0001,0
4516196,61072,0
6132261,92262,0
6031985,973c03h02pr1842,0
4224856,47537,0
4161067,4515,0
4193086,44572,0
6099462,970c03pr0771,0
4271647,6079,0
4292573,53546,0
4568385,53451,0
6099780,973c03h03pr2854,0
